title,authors,year,type,subject,source,doi,direct_url,abstract
Biology Open 2024 – a year in review,"Gorelick, Daniel A.",2025,Research Paper,Biology; Publishing; Peer Review,Biology Open,10.1242/bio.062121,https://journals.biologists.com/bio/article-pdf/14/6/bio062121/3654932/bio062121.pdf,"This editorial reviews the performance of the journal Biology Open for the year 2024, focusing on improving the author experience through rapid and transparent peer review. It presents publication data for 2024, noting an overall acceptance rate of approximately 30% and a drop in the median time to editorial rejection."
Economic Well-Being of U.S. Households in 2023,"Lloro, Alicia; Merry, Ellen; Dasgupta, Kabir; Larrimore, Jeff; Merchant, Zofsha; Shaalan, Fatimah; Tranfaglia, Anna",2024,Research Paper,Economics; Household Finance; Social Science,Federal Reserve Board,10.17016/8960,https://www.federalreserve.gov/publications/files/2023-report-economic-well-being-us-households-202405.pdf,This report presents findings from the 2023 Survey of Household Economics and Decisionmaking (SHED). It indicates that overall financial well-being was nearly unchanged from the previous year but below the 2021 high. Many adults continued to report challenges from higher prices.
World Economic Situation and Prospects 2024,UN DESA; UNCTAD; et al.,2024,Research Paper,Economics; Global Economy; Development,United Nations,N/A,https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/WESP_2024_Web.pdf,"This report projects another tough year for the global economy, with sluggish growth, weak investment, and a spiraling debt crisis in many developing countries. It calls for large-scale investments to drive sustainable development and climate action."
How Does Data Access Shape Science? The Impact of Federal Statistical Research Data Centers on Economics Research,"Nagaraj, Abhishek; Tranchero, Matteo",2024,Research Paper,Economics; Science Policy; Data Access,NBER,N/A,https://www.nber.org/system/files/working_papers/w31372/w31372.pdf,"This paper studies how access to confidential microdata from the U.S. Census Bureau shapes the quantity, quality, and policy impact of economic research. It addresses the debate around data access versus privacy protection, providing evidence on the benefits of broadening access to confidential data."
Open access and open science: some implications for the agricultural economics profession,"Fraser, Iain; Brooks, Jonathan; Bazzani, Claudia",2024,Research Paper,Agricultural Economics; Open Science; Publishing,Q Open,10.1093/qopen/qoaf009,https://academic.oup.com/qopen/advance-article-pdf/doi/10.1093/qopen/qoaf009/63437415/qoaf009.pdf,"This paper introduces a special issue on open access and open science, discussing emerging issues for applied economists. It covers topics like Plan S, the rise of hybrid publishing models, and the challenges academic societies face in this changing environment."
PRESIDING OVER A LEGAL DESERT: THE DISAPPEARANCE OF THE RURAL ATTORNEY,"Chavez, Emilio J.",2025,Research Paper,Law; Legal Services; Rural Sociology,Idaho Law Review,N/A,https://digitalcommons.law.uidaho.edu/cgi/viewcontent.cgi?article=1274&context=idaho-law-review,"This article discusses the observed effects, challenges, and inequalities that occur in and outside of the courtroom because of the lack of rural legal representation. It uses rural New Mexico as a microcosm to explore the issues confronting the nation regarding ""legal deserts."""
Generative AI and Legal Aid: Results from a Field Study and 100 Use Cases to Bridge the Access to Justice Gap,"Chien, Colleen V.; Kim, Miriam",2025,Research Paper,Law; Artificial Intelligence; Access to Justice,Loyola of Los Angeles Law Review,N/A,https://digitalcommons.lmu.edu/cgi/viewcontent.cgi?article=3210&context=llr,This paper presents the first field study of lawyers using generative AI to address the access to justice gap. It finds that 90% of pilot participants reported increased productivity and discusses how legal aid professionals managed risks by focusing on lower-risk applications.
The Adolescent Mental Health Crisis: A Case Study in Family Court Planning,"Schepard, Andrew",2024,Research Paper,Law; Family Law; Mental Health,Hofstra Law Review,N/A,https://scholarlycommons.law.hofstra.edu/cgi/viewcontent.cgi?article=3254&context=hlr,"This article addresses the adolescent mental health crisis within the framework of family court planning, particularly in the context of parental separation and divorce. It emphasizes the need for comprehensive planning processes to integrate Family Dispute Resolution (FDR) as a central strategy."
Money and the Public Debt: Treasury Market Liquidity as a Legal Phenomenon,"Menand, Lev; Younger, Joshua",2023,Research Paper,Law; Finance; Economics,Columbia Business Law Review,N/A,https://scholarship.law.columbia.edu/cgi/viewcontent.cgi?article=5111&context=faculty_scholarship,"This article analyzes recent episodes of evaporated liquidity in the U.S. Treasury market. It argues that a high degree of convertibility between Treasuries and cash requires intermediaries that can augment the money supply, and that recent market structure changes have made public finance increasingly dependent on unstable ""shadow dealers."""
The Limitations of Privacy Rights,"Solove, Daniel J.",2023,Research Paper,Law; Privacy Law; Internet Law,Notre Dame Law Review,N/A,https://scholarship.law.nd.edu/cgi/viewcontent.cgi?article=5057&context=ndlr,"This paper argues that individual privacy rights, while important, are insufficient for effective privacy protection. It contends that rights place too much burden on individuals, cannot be exercised at scale, and fail to address the interrelated nature of personal data."
Degrowth and the Future of Capitalism: A Critical Review of Recent Literature,"Busk, Larry Alan",2023,Research Paper,Economics; Environmental Studies; Political Economy,Emancipations: A Journal of Critical Social Analysis,10.55533/2765-8414.1047,https://scholarsjunction.msstate.edu/cgi/viewcontent.cgi?article=1047&context=emancipations,"This review essay considers six recent books that inquire into 'capitalism,' with four belonging to the degrowth movement. It surveys how capitalism is conceived and evaluates arguments for and against systemic changes, particularly in the context of the environmental crisis."
Understanding the Attention Economy and its Negative Effects: Consumerism is Consuming Us,"Shane, Aidan",2025,Research Paper,Economics; Sociology; Media Studies,Intertext,N/A,https://surface.syr.edu/cgi/viewcontent.cgi?article=1531&context=intertext,"This paper explores how the attention economy, a product of capitalism, consumes its participants. It argues that despite unprecedented physical security, people are bored and miserable due to smart technology invading their lives and privacy, exchanging happiness for mental insecurity."
Amazon's Algorithmic Rents: The economics of information on Amazon,"Strauss, Ilan; O'Reilly, Tim; Mazzucato, Mariana",2024,Research Paper,Economics; Law; Technology,UC Law Science & Technology Journal,N/A,https://repository.uclawsf.edu/cgi/viewcontent.cgi?article=1139&context=hastings_science_technology_law_journal,"This paper argues that Amazon's business strategy has evolved to extract ""algorithmic rents"" from its third-party merchants via its advertising business. It critiques the standard antitrust model and shows how platforms can exploit information asymmetries to impair competition."
INVESTIGATING THE COSTS AND ECONOMIC IMPACT OF FLIGHT DELAYS IN THE AVIATION INDUSTRY AND THE POTENTIAL STRATEGIES FOR REDUCTION,"Anupkumar, Ashmith",2023,Research Paper,Economics; Business; Aviation,"California State University, San Bernardino",N/A,https://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=2885&context=etd,"This study covers all aspects of flight delays, from causes (e.g., overscheduling, technical failure) to consequences (financial loss, poor customer experience) and reduction strategies (e.g., improved air traffic management, reserve crews)."
AI PROPULSION OF GLOBALIZATION: The Driving Impact of Artificial Intelligence on Global Expansion,"Drozd, Aleksandra",2024,Research Paper,Economics; Political Science; Artificial Intelligence,Liberty University,N/A,https://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=2468&context=honors,"This senior thesis investigates and supports the argument that the development of artificial intelligence is propelling globalization. It examines how AI has shaped economies, governments, and societies, reducing barriers to trade and communication while challenging traditional nation-state models."
ChatGPT for Higher Education and Professional Development: A Guide to Conversational AI,"Atlas, Stephen",2023,Textbook,Education; Artificial Intelligence; Professional Development,University of Rhode Island,N/A,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1547&context=cba_facpubs,"This guide is an exploration of ChatGPT for higher education, written to help students, educators, and professionals utilize the tool to enhance efficiency, effectiveness, and societal impact. It covers myths, getting started, writing tips, and professional applications."
Continuous Free Cortisol Profiles in Healthy Men: Validation of Microdialysis Method,"Bhake, Ragini; Russell, Georgina M.; Kershaw, Yvonne; et al.",2020,Research Paper,Medicine; Endocrinology; Physiology,The Journal of Clinical Endocrinology & Metabolism,10.1210/clinem/dgz002,https://academic.oup.com/jcem/article-pdf/105/4/e1749/41859720/jcem_105_4_e1749.pdf,This is the first study validating a rapid sampling microdialysis method measuring free cortisol in the subcutaneous and blood compartments of healthy volunteers. It demonstrates the dynamic responses of total and free cortisol following stimulation and suppression.
Mfold web server for nucleic acid folding and hybridization prediction,"Zuker, Michael",2003,Research Paper,Bioinformatics; Computational Biology; Genetics,Nucleic Acids Research,10.1093/nar/gkg595,https://academic.oup.com/nar/article-pdf/31/13/3406/9487491/gkg595.pdf,"This paper describes the 'mfold web server,' a suite of software applications for predicting the secondary structure of single-stranded nucleic acids. The server provides easy access to RNA and DNA folding and hybridization software for the scientific community."
